wl,ref_1,GaAs_1,wl_bg,bg_1,ref_2,GaAs_2,bg_2
706.38,3.209417,-0.0103,706.38,-0.018853,3.187704,-0.010629,-0.010958
706.4,3.20514,-0.01326,706.4,-0.023788,3.182441,-0.017537,-0.011616
706.42,3.215338,-0.012931,706.42,-0.033986,3.192968,-0.009971,-0.028064
706.44,3.204153,-0.017537,706.44,-0.015563,3.193955,-0.011945,-0.012274
706.46,3.206785,-0.020827,706.46,-0.016879,3.187375,-0.008655,-0.024775
706.48,3.203495,-0.014905,706.48,-0.017866,3.186717,-0.011616,-0.01655
706.5,3.207443,-0.013589,706.5,-0.019511,3.193626,-0.014247,-0.017866
706.52,3.203166,-0.019182,706.52,-0.040237,3.193955,-0.013589,-0.022143
706.54,3.202837,-0.015563,706.54,-0.014247,3.192968,0.001873,-0.00701
706.56,3.204811,-0.013589,706.56,-0.018853,3.178822,-0.007339,-0.017866
706.58,3.20185,-0.018853,706.58,-0.014905,3.196587,-0.013589,-0.013918
706.6,3.209746,-0.031354,706.6,-0.016221,3.190007,-0.005365,-0.012602
706.62,3.196916,-0.017537,706.62,-0.015892,3.195929,-0.007339,-0.012274
706.64,3.207772,-0.01326,706.64,-0.014247,3.195271,-0.02313,-0.008984
706.66,3.200534,-0.014576,706.66,-0.015563,3.194284,-0.004707,-0.014576
706.68,3.20185,-0.015234,706.68,-0.028064,3.190665,-0.021156,-0.017208
706.7,3.203166,-0.01326,706.7,-0.011616,3.202508,-0.01326,-0.01655
706.72,3.211391,-0.013589,706.72,-0.006681,3.180796,-0.012602,-0.010958
706.74,3.201192,-0.013589,706.74,-0.034315,3.191652,-0.01326,-0.01984
706.76,3.205798,-0.014247,706.76,-0.019182,3.190007,-0.010629,-0.01326
706.78,3.196258,-0.039908,706.78,-0.014576,3.18902,-0.012602,-0.020169
706.8,3.193955,-0.015892,706.8,-0.012274,3.189678,-0.012274,-0.011616
706.82,3.20185,-0.020498,706.82,-0.023459,3.190994,-0.016879,-0.01655
706.84,3.201192,-0.018195,706.84,-0.01326,3.191652,-0.014905,-0.010958
706.86,3.185401,-0.01655,706.86,-0.011287,3.189678,-0.011287,-0.018195
706.88,3.1956,-0.013589,706.88,-0.014576,3.185401,-0.01655,-0.012274
706.9,3.194613,-0.018853,706.9,-0.014576,3.191981,-0.009642,-0.023788
706.92,3.202179,-0.01655,706.92,-0.015234,3.190665,-0.013918,-0.011616
706.94,3.194942,-0.012602,706.94,-0.020169,3.191981,-0.008326,-0.058002
706.96,3.201521,-0.011945,706.96,-0.0103,3.191981,-0.013918,-0.009971
706.98,3.1956,-0.021156,706.98,-0.012274,3.180796,-0.012602,-0.013589
707,3.204482,-0.007339,707,-0.023459,3.190994,-0.013918,-0.010629
707.02,3.197574,-0.017537,707.02,-0.014905,3.190994,-0.019182,-0.019182
707.04,3.20185,-0.014905,707.04,-0.015892,3.189678,-0.019511,-0.014247
707.06,3.201192,-0.017208,707.06,-0.011945,3.190665,-0.011616,-0.020498
707.08,3.206785,-0.001088,707.08,-0.013589,3.187704,-0.014576,-0.013589
707.1,3.193297,-0.008984,707.1,-0.014905,3.190336,-0.00701,-0.017866
707.12,3.202837,-0.009971,707.12,-0.02313,3.190994,-0.015234,-0.012274
707.14,3.20185,-0.011945,707.14,-0.020169,3.193297,-0.015563,-0.016879
707.16,3.203166,-0.017208,707.16,-0.016221,3.187704,-0.033657,-0.015563
707.18,3.185072,-0.01326,707.18,-0.030038,3.189349,-0.007339,-0.02642
707.2,3.203495,-0.015892,707.2,-0.019182,3.187375,-0.012274,-0.013589
707.22,3.201192,-0.017537,707.22,-0.019182,3.193297,-0.012274,-0.015234
707.24,3.200863,-0.015892,707.24,-0.019182,3.205798,-0.014905,-0.011616
707.26,3.200534,-0.010629,707.26,-0.020169,3.188691,-0.010629,-0.025104
707.28,3.200863,-0.012931,707.28,-0.016879,3.192968,-0.015563,-0.012602
707.3,3.200863,-0.009313,707.3,-0.012931,3.187704,-0.010629,-0.011945
707.32,3.201192,-0.015563,707.32,-0.035302,3.194613,-0.012274,-0.017208
707.34,3.201192,-0.011616,707.34,-0.012274,3.188033,-0.013589,-0.014247
707.36,3.20185,-0.013589,707.36,-0.017866,3.194613,-0.013589,-0.008984
707.38,3.199218,-0.015563,707.38,-0.013918,3.191981,-0.012602,-0.013918
707.4,3.200205,-0.01326,707.4,-0.03596,3.190336,-0.011287,-0.008984
707.42,3.198889,-0.009313,707.42,-0.019182,3.193626,-0.012931,-0.013918
707.44,3.198561,-0.026749,707.44,-0.027736,3.190336,-0.006023,-0.011945
707.46,3.196258,-0.014905,707.46,-0.014576,3.191652,-0.013589,-0.013918
707.48,3.197903,-0.01326,707.48,-0.015234,3.191323,-0.016879,-0.0103
707.5,3.194942,-0.012274,707.5,-0.015892,3.18902,-0.017208,-0.00372
707.52,3.197245,-0.047803,707.52,-0.017866,3.188691,-0.00701,-0.008326
707.54,3.197574,-0.015892,707.54,-0.010629,3.206127,-0.015892,-0.015563
707.56,3.197903,-0.002404,707.56,-0.018853,3.193955,-0.008655,-0.008326
707.58,3.196916,-0.012274,707.58,-0.013589,3.190665,-0.006023,-0.020498
707.6,3.198232,-0.01655,707.6,-0.015563,3.186059,-0.018195,-0.011287
707.62,3.195271,-0.013589,707.62,-0.014905,3.173558,-0.01326,-0.014576
707.64,3.196258,-0.010629,707.64,-0.014576,3.193297,-0.017866,-0.008655
707.66,3.201521,-0.010629,707.66,-0.01326,3.187704,-0.005036,-0.016221
707.68,3.197903,-0.020498,707.68,-0.01326,3.187375,-0.012602,-0.020827
707.7,3.202837,-0.016879,707.7,-0.011287,3.191981,-0.014247,-0.013918
707.72,3.191652,-0.015234,707.72,-0.008984,3.189678,-0.014247,-0.016221
707.74,3.194942,-0.046487,707.74,-0.023459,3.190336,-0.017537,-0.006023
707.76,3.199876,-0.013918,707.76,-0.014905,3.198232,-0.014905,-0.020169
707.78,3.198561,-0.012931,707.78,-0.011287,3.185072,-0.019511,-0.011616
707.8,3.197245,-0.012602,707.8,-0.014576,3.183099,-0.012274,-0.021485
707.82,3.196587,-0.012602,707.82,-0.015892,3.185401,-0.008326,-0.014576
707.84,3.197574,-0.014905,707.84,-0.012931,3.186059,-0.028393,-0.012602
707.86,3.197903,-0.009642,707.86,-0.010958,3.197574,-0.01326,-0.016221
707.88,3.196916,-0.011616,707.88,-0.014247,3.184085,-0.011287,-0.013918
707.9,3.185072,-0.013589,707.9,-0.019511,3.188362,-0.015563,-0.036947
707.92,3.192639,-0.018195,707.92,-0.015234,3.190665,-0.008326,-0.00701
707.94,3.193955,-0.020827,707.94,-0.049119,3.192639,-0.014905,-0.015234
707.96,3.200205,-0.014576,707.96,-0.049119,3.190665,-0.01326,-0.009642
707.98,3.199218,-0.021814,707.98,-0.011616,3.181125,-0.011616,-0.015892
708,3.196258,-0.014576,708,-0.013918,3.179809,-0.013918,-0.007339
708.02,3.195929,-0.011945,708.02,-0.01655,3.184414,-0.013918,-0.01326
708.04,3.194942,-0.014247,708.04,-0.021156,3.182441,-0.015563,-0.015563
708.06,3.187046,-0.009971,708.06,-0.017537,3.184743,-0.017537,-0.012274
708.08,3.200205,-0.021485,708.08,-0.043198,3.185401,-0.018524,-0.016879
708.1,3.199876,-0.008984,708.1,-0.011945,3.181783,-0.010629,-0.009313
708.12,3.199547,-0.028064,708.12,-0.018853,3.181125,-0.009642,-0.015234
708.14,3.196258,-0.020169,708.14,-0.011945,3.196916,-0.012931,-0.010629
708.16,3.198232,-0.01655,708.16,-0.032999,3.187375,-0.013918,-0.014247
708.18,3.1956,-0.011287,708.18,-0.043855,3.181125,-0.011945,-0.011616
708.2,3.198561,-0.005365,708.2,-0.011616,3.18573,-0.01326,-0.019511
708.22,3.203166,-0.009642,708.22,-0.011287,3.188691,-0.016879,-0.014576
708.24,3.18573,-0.008655,708.24,-0.021814,3.18573,-0.013918,-0.014905
708.26,3.201192,-0.020169,708.26,-0.015892,3.186059,-0.012931,-0.009642
708.28,3.194284,-0.011287,708.28,-0.014247,3.187375,-0.019511,-0.017208
708.3,3.201521,-0.013918,708.3,-0.015892,3.183099,-0.009313,-0.011287
708.32,3.202837,-0.008984,708.32,-0.021814,3.187375,-0.015892,-0.016221
708.34,3.197245,-0.011616,708.34,-0.013918,3.186717,-0.009313,-0.0103
708.36,3.194284,-0.018524,708.36,-0.014247,3.18277,-0.012274,-0.015892
708.38,3.20185,-0.018853,708.38,-0.014905,3.186388,-0.013918,-0.018195
708.4,3.196258,-0.017208,708.4,-0.013918,3.182112,-0.011287,-0.011287
708.42,3.200534,-0.017208,708.42,-0.014905,3.181125,-0.016879,-0.013918
708.44,3.193297,-0.014576,708.44,-0.011945,3.180138,-0.011945,-0.019182
708.46,3.199876,-0.0103,708.46,-0.000101,3.186059,-0.013589,-0.014247
708.48,3.196587,-0.012602,708.48,-0.021156,3.184414,-0.011287,-0.022472
708.5,3.198889,-0.014576,708.5,-0.020498,3.187704,-0.010629,-0.011616
708.52,3.195271,-0.032999,708.52,-0.017866,3.17948,-0.011616,-0.022801
708.54,3.194613,-0.012602,708.54,-0.012274,3.184085,-0.01326,-0.021156
708.56,3.188691,-0.0103,708.56,-0.010958,3.184414,-0.013918,0.000557
708.58,3.197574,-0.016221,708.58,-0.017866,3.187375,-0.014247,-0.014905
708.6,3.195929,-0.009971,708.6,-0.013918,3.183099,-0.012602,-0.013589
708.62,3.196258,-0.014905,708.62,-0.018524,3.177835,-0.012602,-0.038592
708.64,3.195271,-0.03925,708.64,-0.017208,3.17948,-0.011945,-0.016221
708.66,3.196587,-0.045171,708.66,-0.01655,3.187046,-0.018524,-0.014247
708.68,3.196916,-0.012274,708.68,-0.021156,3.183427,-0.016879,-0.020827
708.7,3.196258,-0.018524,708.7,-0.01655,3.177506,-0.0103,-0.009642
708.72,3.195929,-0.01655,708.72,-0.018524,3.179809,-0.01984,-0.014905
708.74,3.194942,-0.012602,708.74,-0.013589,3.185401,-0.008655,-0.011616
708.76,3.195271,-0.007339,708.76,-0.017208,3.186717,-0.00701,-0.018853
708.78,3.192639,-0.011287,708.78,-0.015234,3.186388,-0.012602,-0.009313
708.8,3.194942,-0.01655,708.8,-0.018524,3.185401,-0.013918,-0.01326
708.82,3.194942,-0.030038,708.82,-0.017866,3.188362,-0.008655,-0.011945
708.84,3.190994,-0.012602,708.84,-0.017537,3.176519,-0.033657,-0.018524
708.86,3.193297,-0.011945,708.86,-0.017866,3.17948,-0.011616,-0.012931
708.88,3.190994,-0.010629,708.88,-0.019182,3.180796,-0.007668,-0.020169
708.9,3.191981,-0.002404,708.9,-0.018524,3.185401,-0.014576,-0.012602
708.92,3.194284,-0.017208,708.92,-0.013918,3.186717,-0.012274,-0.020498
708.94,3.194284,-0.015892,708.94,-0.019182,3.18277,-0.008326,-0.012931
708.96,3.195929,-0.018853,708.96,-0.019182,3.183427,-0.012602,-0.015234
708.98,3.193955,-0.025433,708.98,-0.017208,3.183099,-0.014905,-0.0103
709,3.194284,-0.020498,709,-0.019182,3.186059,-0.013918,-0.012602
709.02,3.18573,-0.012274,709.02,-0.020169,3.183427,-0.011616,-0.009971
709.04,3.193297,-0.012931,709.04,-0.002404,3.17948,-0.014576,-0.01655
709.06,3.191652,-0.014576,709.06,-0.011616,3.181454,-0.009313,-0.01326
709.08,3.190007,-0.010958,709.08,-0.018524,3.18277,-0.013589,-0.015234
709.1,3.188691,-0.017537,709.1,-0.011287,3.174874,-0.012931,-0.005036
709.12,3.191652,-0.010958,709.12,-0.017208,3.183756,-0.016221,-0.011287
709.14,3.188033,-0.014576,709.14,-0.044842,3.18573,-0.010629,-0.009971
709.16,3.190994,-0.01326,709.16,-0.014576,3.183099,-0.0103,-0.013918
709.18,3.193955,-0.008984,709.18,-0.017537,3.179151,-0.011287,-0.012274
709.2,3.194942,-0.014905,709.2,-0.009971,3.172242,-0.016879,-0.001746
709.22,3.194284,-0.015234,709.22,-0.019182,3.182112,-0.010958,-0.015234
709.24,3.192968,-0.015892,709.24,-0.017866,3.181125,-0.013918,-0.015234
709.26,3.191323,-0.013918,709.26,-0.017537,3.180796,-0.008326,-0.009642
709.28,3.194942,-0.038263,709.28,-0.057015,3.182112,0.001215,-0.012602
709.3,3.189349,-0.015234,709.3,-0.01984,3.177177,-0.013918,-0.027407
709.32,3.192968,-0.03596,709.32,-0.020169,3.178822,-0.017866,-0.033328
709.34,3.190007,-0.010958,709.34,-0.020498,3.183099,-0.018853,-0.016879
709.36,3.192968,-0.013918,709.36,-0.017208,3.179809,-0.033986,-0.022143
709.38,3.192639,-0.015563,709.38,-0.018195,3.178822,-0.028722,-0.008326
709.4,3.191323,-0.007668,709.4,-0.019182,3.181783,-0.011616,-0.015563
709.42,3.193955,-0.006352,709.42,-0.013589,3.177835,-0.020498,-0.01326
709.44,3.191652,-0.012274,709.44,-0.020827,3.180467,-0.011616,-0.011945
709.46,3.193955,-0.013918,709.46,-0.022801,3.174874,-0.013589,-0.018524
709.48,3.190994,-0.016879,709.48,-0.028064,3.177835,-0.022472,-0.009313
709.5,3.193297,-0.011616,709.5,-0.041224,3.179151,-0.017866,-0.01655
709.52,3.191652,-0.011616,709.52,-0.015234,3.175532,-0.015234,-0.01655
709.54,3.19231,-0.047145,709.54,-0.016221,3.182112,-0.021485,-0.020827
709.56,3.194284,-0.014576,709.56,-0.006681,3.182441,-0.014247,-0.059975
709.58,3.194284,-0.018524,709.58,-0.01984,3.177177,-0.019511,-0.018195
709.6,3.190336,-0.02313,709.6,-0.017208,3.1729,-0.013918,-0.014576
709.62,3.183756,-0.017208,709.62,-0.020827,3.176848,-0.015234,-0.014905
709.64,3.191981,-0.017866,709.64,-0.018853,3.183099,-0.009642,-0.012602
709.66,3.188362,-0.018195,709.66,-0.022143,3.177177,-0.012931,-0.011616
709.68,3.188691,-0.01655,709.68,-0.021814,3.178493,-0.023788,-0.017537
709.7,3.191652,-0.014905,709.7,-0.018524,3.178164,-0.012931,-0.027407
709.72,3.191323,-0.011945,709.72,-0.013918,3.176519,-0.014905,-0.017537
709.74,3.190336,-0.012931,709.74,-0.012602,3.181454,-0.019511,-0.01984
709.76,3.190994,-0.013918,709.76,-0.018195,3.159741,-0.014247,-0.013589
709.78,3.182441,-0.011287,709.78,-0.016879,3.178822,-0.011287,-0.013918
709.8,3.193297,-0.011616,709.8,-0.019511,3.177835,-0.010958,-0.020169
709.82,3.190665,-0.01326,709.82,-0.021814,3.17948,-0.01326,-0.011287
709.84,3.191652,-0.013918,709.84,-0.015234,3.178822,-0.017208,-0.008984
709.86,3.194942,-0.0103,709.86,-0.016221,3.173887,-0.017866,-0.012602
709.88,3.190007,-0.016879,709.88,-0.009971,3.166979,-0.006023,-0.008326
709.9,3.194942,-0.007997,709.9,-0.01326,3.173887,-0.015234,-0.014905
709.92,3.190336,-0.017208,709.92,-0.014905,3.182441,-0.009971,-0.020498
709.94,3.186717,-0.013589,709.94,-0.016221,3.177177,-0.012602,-0.013918
709.96,3.191323,-0.056028,709.96,-0.016221,3.177506,-0.013918,-0.012274
709.98,3.187375,-0.010958,709.98,-0.017866,3.17619,-0.015892,-0.015563
710,3.188691,-0.009971,710,-0.019511,3.174216,-0.012274,-0.013589
710.02,3.190336,-0.014576,710.02,-0.012274,3.175203,-0.009971,0.004504
710.04,3.188362,-0.0103,710.04,-0.043198,3.181454,-0.01326,-0.02313
710.06,3.18902,-0.010958,710.06,-0.014247,3.177835,-0.012274,-0.009971
710.08,3.19231,-0.013589,710.08,-0.017208,3.176519,-0.014247,-0.011287
710.1,3.181783,-0.014576,710.1,-0.012274,3.17948,-0.017537,-0.006023
710.12,3.193626,-0.011287,710.12,-0.012931,3.178164,-0.008984,-0.011287
710.14,3.191981,-0.011945,710.14,-0.012602,3.178822,-0.011616,-0.015892
710.16,3.186717,-0.011945,710.16,-0.009971,3.180796,-0.025762,-0.017866
710.18,3.187704,-0.011616,710.18,-0.016879,3.178493,-0.015563,-0.012602
710.2,3.189678,-0.01326,710.2,-0.017866,3.179151,-0.015234,-0.020827
710.22,3.190336,-0.010958,710.22,-0.009313,3.181783,-0.030696,-0.011945
710.24,3.191652,-0.011287,710.24,-0.012274,3.179151,-0.011616,-0.010958
710.26,3.18902,-0.008326,710.26,-0.020169,3.174545,-0.01655,-0.014905
710.28,3.190336,-0.021814,710.28,-0.007668,3.17948,-0.008984,-0.001417
710.3,3.187375,-0.013918,710.3,-0.01326,3.170597,-0.01655,0.004504
710.32,3.190007,-0.007997,710.32,-0.013589,3.170926,-0.022472,-0.014576
710.34,3.188362,-0.007997,710.34,-0.01655,3.159741,-0.029709,-0.015563
710.36,3.177506,-0.014576,710.36,-0.017866,3.175203,-0.025104,-0.013918
710.38,3.188362,-0.009642,710.38,-0.015892,3.183099,-0.010958,-0.004378
710.4,3.18573,-0.014576,710.4,-0.019511,3.182441,-0.012602,-0.017537
710.42,3.190007,-0.015234,710.42,-0.020827,3.153819,-0.012602,-0.018853
710.44,3.191652,-0.014905,710.44,-0.021485,3.177835,-0.017866,-0.008655
710.46,3.186059,-0.013589,710.46,-0.01655,3.178493,-0.0103,-0.015563
710.48,3.186059,-0.012274,710.48,-0.007668,3.174216,-0.014905,-0.01655
710.5,3.185072,-0.016221,710.5,-0.011287,3.175861,-0.007997,-0.020169
710.52,3.180467,-0.015892,710.52,-0.014576,3.175861,-0.021156,-0.011616
710.54,3.188362,-0.011616,710.54,-0.011945,3.180796,-0.0103,-0.021814
710.56,3.182441,-0.008984,710.56,0.004504,3.170268,-0.013918,-0.051751
710.58,3.187046,-0.011945,710.58,-0.0103,3.181454,-0.015892,-0.018524
710.6,3.187704,-0.019182,710.6,-0.015234,3.180796,-0.008655,-0.011945
710.62,3.186059,-0.01655,710.62,-0.014905,3.177835,-0.013918,-0.014905
710.64,3.185072,-0.014247,710.64,-0.018195,3.176519,-0.014247,-0.016879
710.66,3.188691,-0.01326,710.66,-0.028393,3.171913,-0.01326,-0.018524
710.68,3.18277,-0.015892,710.68,-0.019182,3.170926,-0.034315,-0.009971
710.7,3.180138,-0.013589,710.7,-0.017537,3.171913,-0.019511,-0.020498
710.72,3.184085,-0.012931,710.72,-0.020169,3.1729,-0.014905,-0.017537
710.74,3.18277,-0.01326,710.74,-0.020827,3.186388,-0.019182,-0.011945
710.76,3.186717,-0.009971,710.76,-0.021485,3.17619,-0.013589,-0.010958
710.78,3.178493,-0.008326,710.78,-0.021485,3.172571,-0.019182,-0.013589
710.8,3.184743,-0.010958,710.8,-0.017866,3.169939,-0.017537,-0.012274
710.82,3.185401,-0.007997,710.82,-0.016879,3.169939,-0.012274,-0.015234
710.84,3.183427,0.00582,710.84,-0.018195,3.1729,-0.015234,-0.018853
710.86,3.186059,-0.014247,710.86,-0.018853,3.178164,-0.014576,-0.014905
710.88,3.185072,-0.008326,710.88,-0.021485,3.171255,-0.016879,-0.007668
710.9,3.187375,-0.01655,710.9,-0.018853,3.170268,-0.011616,-0.010629
710.92,3.183756,-0.01984,710.92,-0.017208,3.166321,-0.018524,-0.018524
710.94,3.186388,-0.040895,710.94,-0.017866,3.167637,-0.013918,-0.01326
710.96,3.184414,-0.015892,710.96,0.00286,3.177177,-0.010629,-0.022143
710.98,3.182112,-0.011945,710.98,-0.023459,3.171913,-0.018524,-0.0103
711,3.181125,-0.014576,711,-0.016221,3.167965,-0.012274,-0.014576
711.02,3.182112,-0.015563,711.02,-0.031025,3.16961,-0.005694,-0.014905
711.04,3.185072,-0.010629,711.04,-0.06491,3.170597,-0.012274,-0.012274
711.06,3.186717,-0.013918,711.06,-0.017537,3.16961,-0.023788,-0.013918
711.08,3.185072,-0.015563,711.08,-0.025433,3.168952,-0.01984,-0.015563
711.1,3.182112,-0.015234,711.1,-0.034315,3.171584,-0.015563,-0.016221
711.12,3.184743,-0.014247,711.12,-0.01655,3.168952,-0.013918,-0.011287
711.14,3.18573,-0.010958,711.14,-0.018195,3.173558,-0.018853,-0.032999
711.16,3.181125,-0.015892,711.16,-0.044513,3.172242,-0.01655,-0.015234
711.18,3.180796,-0.025104,711.18,-0.012602,3.170926,-0.009642,-0.016879
711.2,3.178822,-0.010629,711.2,-0.020169,3.168952,-0.01984,-0.01655
711.22,3.184414,-0.010629,711.22,-0.012274,3.173558,-0.0103,-0.015892
711.24,3.183427,-0.011287,711.24,-0.017866,3.17619,-0.016221,-0.013589
711.26,3.186059,-0.01655,711.26,-0.016221,3.170926,-0.01655,-0.016879
711.28,3.185401,-0.016879,711.28,-0.043527,3.151188,-0.019182,-0.016879
711.3,3.18573,-0.01326,711.3,-0.019511,3.167965,-0.010958,-0.014905
711.32,3.180796,-0.014905,711.32,-0.016221,3.170597,-0.022143,-0.011616
711.34,3.183099,-0.009971,711.34,-0.015234,3.165005,-0.015234,-0.017537
711.36,3.18573,-0.012602,711.36,-0.010958,3.16665,-0.012602,-0.014905
711.38,3.181783,-0.014247,711.38,-0.008984,3.16961,-0.010629,-0.014247
711.4,3.181783,-0.021156,711.4,-0.005036,3.16961,-0.015563,-0.0103
711.42,3.180796,-0.0103,711.42,-0.011287,3.170268,-0.033328,-0.022143
711.44,3.183427,-0.010629,711.44,-0.01984,3.169939,-0.036289,-0.009313
711.46,3.172242,-0.014905,711.46,-0.020827,3.169939,-0.015234,-0.049119
711.48,3.181783,-0.014905,711.48,-0.015892,3.169939,-0.011287,-0.016879
711.5,3.177506,-0.017208,711.5,-0.013589,3.167965,-0.015563,-0.018195
711.52,3.17619,-0.016221,711.52,-0.0103,3.173887,-0.011945,-0.009313
711.54,3.179809,-0.021156,711.54,-0.017208,3.16961,-0.009642,-0.016221
711.56,3.178822,-0.02313,711.56,-0.014576,3.166979,-0.025762,-0.018195
711.58,3.17948,-0.016221,711.58,-0.014905,3.167965,-0.011616,-0.014247
711.6,3.177177,-0.018195,711.6,-0.017866,3.168623,-0.015892,-0.024775
711.62,3.178822,-0.012274,711.62,-0.015234,3.166979,-0.018853,-0.014905
711.64,3.181125,-0.011945,711.64,-0.017208,3.164676,-0.013918,-0.017537
711.66,3.177835,0.00286,711.66,-0.014247,3.154806,-0.018853,-0.020498
711.68,3.176848,-0.013918,711.68,-0.009313,3.167965,-0.008655,-0.016221
711.7,3.17619,-0.014576,711.7,-0.034973,3.168952,-0.012274,-0.017866
711.72,3.175203,-0.014576,711.72,-0.011616,3.164347,-0.012931,-0.020498
711.74,3.178822,-0.013589,711.74,-0.010629,3.163689,-0.017208,-0.04879
711.76,3.179151,-0.013918,711.76,-0.012274,3.170926,-0.013918,-0.015234
711.78,3.180796,-0.01326,711.78,-0.018853,3.173229,-0.016221,-0.011945
711.8,3.176519,-0.012931,711.8,-0.013589,3.172242,-0.018524,-0.01655
711.82,3.178164,-0.0103,711.82,-0.01326,3.166979,-0.014576,-0.014247
711.84,3.180138,-0.014905,711.84,-0.014905,3.169939,-0.013589,-0.001088
711.86,3.177506,-0.016879,711.86,-0.016221,3.167308,-0.011945,-0.010629
711.88,3.181125,-0.014247,711.88,-0.015234,3.168294,-0.006681,-0.012931
711.9,3.178493,-0.018195,711.9,-0.017537,3.167637,-0.012602,-0.011287
711.92,3.174874,-0.011616,711.92,-0.017537,3.161386,-0.009313,-0.01655
711.94,3.181125,-0.016221,711.94,-0.013918,3.15349,-0.020498,-0.015563
711.96,3.180796,-0.015234,711.96,-0.01655,3.163689,-0.01326,-0.017866
711.98,3.183099,-0.042869,711.98,-0.020169,3.167965,-0.020498,-0.021485
712,3.183427,-0.012274,712,-0.017537,3.159412,-0.036618,-0.018195
712.02,3.181454,-0.019182,712.02,-0.007997,3.171584,-0.029709,-0.015563
712.04,3.182441,-0.016221,712.04,-0.013918,3.161715,-0.008326,-0.028393
712.06,3.167637,-0.019511,712.06,-0.015563,3.154477,-0.009642,-0.016879
712.08,3.167308,-0.014905,712.08,-0.016879,3.165992,-0.017537,-0.020169
712.1,3.175532,-0.01655,712.1,-0.015563,3.168623,-0.012931,-0.009971
712.12,3.182112,-0.009971,712.12,-0.01984,3.164676,-0.014576,-0.017208
712.14,3.178822,-0.01326,712.14,-0.012931,3.160728,-0.017537,-0.011616
712.16,3.183756,-0.007668,712.16,-0.01984,3.159412,-0.009642,-0.011287
712.18,3.180138,-0.013918,712.18,-0.018195,3.163689,-0.01326,-0.014576
712.2,3.177835,-0.010629,712.2,-0.01984,3.161057,-0.004378,-0.018853
712.22,3.185401,-0.0103,712.22,-0.011287,3.164347,-0.006352,-0.037605
712.24,3.174874,-0.014576,712.24,-0.032012,3.16336,-0.010629,-0.017866
712.26,3.175861,-0.012602,712.26,-0.014576,3.163689,-0.011616,-0.036947
712.28,3.178822,-0.01326,712.28,-0.0682,3.161715,-0.010958,-0.012931
712.3,3.17948,-0.011616,712.3,-0.018195,3.165663,-0.012274,-0.015234
712.32,3.175532,-0.010629,712.32,-0.007668,3.160728,-0.012931,-0.016879
712.34,3.172242,-0.010629,712.34,-0.015234,3.154477,-0.016879,-0.019182
712.36,3.174216,-0.015892,712.36,-0.012274,3.154806,-0.008655,-0.049777
712.38,3.181125,-0.011616,712.38,-0.018195,3.166321,-0.023459,-0.016879
712.4,3.176848,-0.012274,712.4,-0.012274,3.165334,-0.017866,-0.022143
712.42,3.17948,-0.014247,712.42,-0.049448,3.162044,-0.015563,-0.015563
712.44,3.177835,-0.017537,712.44,-0.014576,3.162373,-0.009971,-0.020498
712.46,3.175861,-0.01326,712.46,-0.018853,3.165334,-0.010958,-0.014905
712.48,3.174216,-0.01326,712.48,-0.009971,3.16336,-0.017537,-0.014905
712.5,3.170268,-0.016221,712.5,-0.045829,3.158754,-0.020169,-0.019182
712.52,3.175861,-0.011945,712.52,-0.012602,3.164347,-0.019182,-0.017537
712.54,3.173558,-0.024775,712.54,-0.015563,3.162702,-0.014576,-0.01655
712.56,3.174216,-0.012931,712.56,-0.013589,3.162702,-0.015234,-0.016879
712.58,3.179809,-0.021156,712.58,-0.022143,3.16007,-0.006023,-0.014576
712.6,3.178493,-0.015892,712.6,-0.020169,3.162373,-0.010629,-0.012931
712.62,3.178493,-0.015563,712.62,-0.019511,3.168294,-0.008984,-0.012274
712.64,3.169281,-0.011287,712.64,-0.017866,3.162702,-0.010958,-0.01326
712.66,3.175861,-0.016879,712.66,-0.019511,3.171255,-0.015234,-0.013589
712.68,3.174874,-0.019511,712.68,-0.019511,3.158754,-0.015234,-0.017208
712.7,3.174216,-0.016879,712.7,-0.014576,3.159741,-0.018195,-0.014576
