wl,ref_1,GaAs_1,wl_bg,bg_1,ref_2,GaAs_2,bg_2
793.36,2.298475,-0.014247,,,2.283342,-0.014576,
793.38,2.292224,-0.017208,,,2.286631,-0.0103,
793.4,2.292882,-0.025762,,,2.294198,-0.012931,
793.42,2.290908,-0.017208,,,2.286631,-0.008655,
793.44,2.278736,-0.020498,,,2.281697,-0.011287,
793.46,2.292882,-0.012274,,,2.284657,-0.014247,
793.48,2.293869,-0.015234,,,2.281697,-0.014905,
793.5,2.289921,-0.01326,,,2.284,-0.009313,
793.52,2.290908,-0.008655,,,2.282355,0.004175,
793.54,2.289263,-0.018524,,,2.278078,-0.014247,
793.56,2.289263,-0.010958,,,2.277091,-0.013589,
793.58,2.289263,-0.012602,,,2.283342,-0.010629,
793.6,2.30308,-0.024446,,,2.278736,-0.01326,
793.62,2.287618,-0.015234,,,2.284657,-0.017866,
793.64,2.285973,-0.015892,,,2.276104,-0.012931,
793.66,2.286631,-0.014905,,,2.25176,-0.011287,
793.68,2.287947,-0.011945,,,2.274459,-0.009971,
793.7,2.288276,-0.015892,,,2.275446,-0.011945,
793.72,2.292553,-0.042869,,,2.278078,-0.014576,
793.74,2.283671,-0.019182,,,2.274788,-0.012602,
793.76,2.291566,-0.006352,,,2.263274,-0.014905,
793.78,2.273143,-0.013918,,,2.275117,-0.010958,
793.8,2.283342,-0.013589,,,2.28071,-0.014247,
793.82,2.282684,-0.034644,,,2.279065,-0.007997,
793.84,2.287289,-0.01655,,,2.278078,-0.004707,
793.86,2.281368,-0.01655,,,2.273472,-0.009642,
793.88,2.279723,-0.020498,,,2.256694,-0.015892,
793.9,2.288605,-0.015892,,,2.262945,-0.008326,
793.92,2.284986,-0.013589,,,2.277749,-0.016221,
793.94,2.285644,-0.018524,,,2.272156,-0.009971,
793.96,2.284986,-0.015234,,,2.279065,-0.017537,
793.98,2.283342,-0.058002,,,2.276104,-0.014905,
794,2.285973,-0.013589,,,2.280052,-0.005694,
794.02,2.287947,-0.017537,,,2.281697,-0.017866,
794.04,2.280052,-0.014247,,,2.278407,-0.013589,
794.06,2.283013,-0.016221,,,2.277749,-0.006023,
794.08,2.281368,-0.019182,,,2.265906,-0.054054,
794.1,2.284329,-0.015892,,,2.276433,-0.009313,
794.12,2.282355,-0.011287,,,2.259655,-0.01326,
794.14,2.284657,-0.011616,,,2.274459,-0.005694,
794.16,2.284986,-0.011287,,,2.274459,-0.017537,
794.18,2.283671,-0.025433,,,2.273472,-0.009642,
794.2,2.280381,-0.01326,,,2.27413,-0.009642,
794.22,2.279065,-0.017537,,,2.280381,-0.021156,
794.24,2.283342,-0.019182,,,2.274459,-0.010629,
794.26,2.300777,-0.017537,,,2.273472,-0.012931,
794.28,2.281368,-0.017866,,,2.270182,-0.023788,
794.3,2.281697,-0.023788,,,2.272485,-0.009642,
794.32,2.277749,-0.01326,,,2.269195,-0.024446,
794.34,2.284986,-0.01655,,,2.271498,-0.008984,
794.36,2.281697,-0.018524,,,2.273143,-0.012931,
794.38,2.280052,-0.011945,,,2.271169,-0.010958,
794.4,2.273472,-0.019182,,,2.271498,-0.012602,
794.42,2.278407,-0.008984,,,2.273143,-0.01326,
794.44,2.279065,-0.014905,,,2.276762,-0.014576,
794.46,2.286631,-0.012931,,,2.267551,-0.012931,
794.48,2.278407,-0.015892,,,2.267551,-0.009313,
794.5,2.284,-0.015892,,,2.268209,-0.015892,
794.52,2.28071,-0.01655,,,2.269524,-0.011287,
794.54,2.278736,-0.03596,,,2.246496,-0.01984,
794.56,2.277091,-0.013589,,,2.266564,-0.014576,
794.58,2.263603,-0.015563,,,2.267222,-0.015234,
794.6,2.280052,-0.014905,,,2.271827,-0.007668,
794.62,2.277749,-0.010958,,,2.264261,-0.010629,
794.64,2.275775,-0.012274,,,2.269524,-0.013918,
794.66,2.278078,-0.011616,,,2.262945,-0.011945,
794.68,2.278736,-0.012602,,,2.263932,-0.012602,
794.7,2.280381,-0.016221,,,2.267222,-0.007668,
794.72,2.277749,-0.019182,,,2.266893,-0.021156,
794.74,2.278736,-0.01655,,,2.266893,-0.010629,
794.76,2.275117,-0.013918,,,2.263603,-0.018524,
794.78,2.277091,-0.017208,,,2.267222,-0.020827,
794.8,2.279394,-0.012931,,,2.269853,-0.007997,
794.82,2.273801,-0.007339,,,2.26459,-0.014247,
794.84,2.257681,-0.017537,,,2.265577,-0.018853,
794.86,2.272485,-0.018195,,,2.268538,-0.036947,
794.88,2.272156,-0.047803,,,2.264919,-0.010629,
794.9,2.27084,-0.017537,,,2.263603,-0.016879,
794.92,2.27084,0.000557,,,2.227415,-0.012931,
794.94,2.249786,-0.007668,,,2.251102,-0.013589,
794.96,2.27084,-0.010629,,,2.261629,-0.010958,
794.98,2.26788,-0.027078,,,2.259984,-0.013918,
795,2.276104,-0.015234,,,2.261629,-0.011287,
795.02,2.271169,-0.014247,,,2.258997,-0.0103,
795.04,2.272814,-0.010629,,,2.259326,-0.018524,
795.06,2.272156,-0.018853,,,2.263274,-0.014247,
795.08,2.271827,-0.017537,,,2.247483,-0.013918,
795.1,2.28696,-0.013589,,,2.258997,-0.017537,
795.12,2.272485,-0.008984,,,2.2613,-0.027407,
795.14,2.268867,-0.014576,,,2.263932,-0.017537,
795.16,2.272156,-0.013589,,,2.260971,-0.015892,
795.18,2.277091,-0.020498,,,2.255049,-0.014576,
795.2,2.272814,-0.019182,,,2.25801,-0.03596,
795.22,2.266893,-0.011945,,,2.260971,-0.017537,
795.24,2.276433,-0.019511,,,2.265248,-0.014576,
795.26,2.269853,-0.007339,,,2.257352,-0.014905,
795.28,2.269524,-0.015892,,,2.242877,-0.018853,
795.3,2.269853,-0.008655,,,2.256365,-0.009642,
795.32,2.272814,-0.01655,,,2.259984,-0.012931,
795.34,2.270511,-0.015234,,,2.259326,-0.009642,
795.36,2.270182,-0.022801,,,2.255378,-0.024775,
795.38,2.268538,-0.015892,,,2.256694,-0.011287,
795.4,2.268538,-0.020498,,,2.257023,-0.012931,
795.42,2.268867,-0.011287,,,2.25801,-0.009971,
795.44,2.26459,-0.008655,,,2.2613,-0.011945,
795.46,2.27413,-0.014576,,,2.257352,-0.01655,
795.48,2.266564,-0.009642,,,2.25801,-0.011287,
795.5,2.269853,-0.015892,,,2.252418,-0.022143,
795.52,2.266235,-0.01326,,,2.255049,-0.015892,
795.54,2.266564,-0.020498,,,2.252089,-0.018195,
795.56,2.268538,-0.014905,,,2.252418,-0.010958,
795.58,2.268209,-0.015892,,,2.256694,-0.017208,
795.6,2.268538,-0.012602,,,2.259655,-0.009971,
795.62,2.271169,-0.009642,,,2.246167,-0.011616,
795.64,2.27413,-0.013918,,,2.252089,-0.013918,
795.66,2.26459,-0.007668,,,2.257023,-0.017537,
795.68,2.266235,-0.008984,,,2.252089,-0.014247,
795.7,2.26459,-0.013918,,,2.252089,-0.008984,
795.72,2.260642,-0.018524,,,2.25472,-0.01655,
795.74,2.255378,-0.01326,,,2.25801,-0.011945,
795.76,2.266235,-0.011616,,,2.255049,-0.012602,
795.78,2.266235,-0.011616,,,2.242877,-0.01655,
795.8,2.266564,-0.017537,,,2.255049,-0.010958,
795.82,2.261958,-0.012931,,,2.255049,-0.012274,
795.84,2.263932,-0.011616,,,2.25472,-0.015234,
795.86,2.263932,-0.010629,,,2.256694,-0.0103,
795.88,2.259326,-0.014247,,,2.258668,-0.034644,
795.9,2.262287,-0.008326,,,2.256365,-0.019182,
795.92,2.261958,-0.012274,,,2.25472,-0.018524,
795.94,2.264261,-0.011616,,,2.257681,-0.018195,
795.96,2.269195,-0.014905,,,2.230705,-0.010629,
795.98,2.263603,-0.015234,,,2.243864,-0.018524,
796,2.262287,-0.015563,,,2.251431,-0.01326,
796.02,2.258997,-0.017208,,,2.250115,-0.014576,
796.04,2.266235,-0.015234,,,2.253405,-0.054383,
796.06,2.260313,-0.014905,,,2.249457,-0.012931,
796.08,2.269195,-0.018524,,,2.251431,-0.04254,
796.1,2.256694,-0.016221,,,2.247812,-0.029709,
796.12,2.26459,-0.005036,,,2.25176,-0.011945,
796.14,2.263274,-0.019182,,,2.249786,-0.017866,
796.16,2.259655,-0.018524,,,2.245509,-0.015563,
796.18,2.2613,-0.015234,,,2.252747,-0.017537,
796.2,2.259326,-0.011287,,,2.248141,-0.01326,
796.22,2.261958,-0.012274,,,2.246496,-0.009642,
796.24,2.260313,-0.011287,,,2.241561,-0.012602,
796.26,2.255378,-0.017866,,,2.246167,-0.017208,
796.28,2.259984,-0.015892,,,2.247154,-0.013918,
796.3,2.257023,-0.013918,,,2.24518,-0.01655,
796.32,2.261958,-0.011616,,,2.246167,-0.017208,
796.34,2.260642,-0.01326,,,2.245509,-0.013589,
796.36,2.258668,-0.050435,,,2.243864,-0.016879,
796.38,2.228402,-0.014905,,,2.244522,-0.013589,
796.4,2.258339,-0.014905,,,2.242877,-0.018524,
796.42,2.255378,-0.015234,,,2.24847,-0.015892,
796.44,2.251431,-0.017537,,,2.243206,-0.013918,
796.46,2.248141,-0.014905,,,2.241232,-0.040566,
796.48,2.252089,-0.010629,,,2.247812,-0.04254,
796.5,2.260313,-0.017866,,,2.24518,-0.012274,
796.52,2.25472,0.008781,,,2.24518,-0.020498,
796.54,2.252418,-0.022143,,,2.242548,-0.012602,
796.56,2.247812,-0.013918,,,2.240245,-0.014576,
796.58,2.259984,-0.011945,,,2.248141,-0.000759,
796.6,2.254062,-0.014576,,,2.242219,-0.013918,
796.62,2.253405,-0.021156,,,2.242877,-0.016879,
796.64,2.249457,-0.01655,,,2.243535,-0.014905,
796.66,2.248799,-0.015234,,,2.25176,-0.014576,
796.68,2.255707,-0.021156,,,2.239916,-0.01984,
796.7,2.25472,-0.015234,,,2.238929,-0.017866,
796.72,2.260313,-0.014247,,,2.239258,-0.011945,
796.74,2.255049,-0.018195,,,2.239258,-0.018853,
796.76,2.24847,-0.010958,,,2.243535,-0.013589,
796.78,2.253733,-0.012602,,,2.244193,-0.017537,
796.8,2.250115,-0.008984,,,2.241232,-0.015892,
796.82,2.253733,-0.017208,,,2.244522,-0.0103,
796.84,2.249457,-0.010958,,,2.238271,-0.03596,
796.86,2.256036,-0.006352,,,2.240574,-0.019511,
796.88,2.253405,-0.007339,,,2.226099,-0.014576,
796.9,2.248141,-0.005365,,,2.235969,-0.01326,
796.92,2.252418,-0.006352,,,2.236627,-0.018853,
796.94,2.250444,-0.011287,,,2.237942,-0.01984,
796.96,2.250773,-0.012931,,,2.240245,-0.015234,
796.98,2.245838,-0.01655,,,2.239587,-0.013589,
797,2.238271,-0.010958,,,2.2386,-0.015563,
797.02,2.247483,-0.011616,,,2.233008,-0.014905,
797.04,2.247483,-0.01326,,,2.237285,-0.010958,
797.06,2.242219,-0.014905,,,2.244522,-0.01326,
797.08,2.248141,-0.013589,,,2.237285,-0.014905,
797.1,2.249128,-0.012931,,,2.236956,-0.020827,
797.12,2.249786,-0.010958,,,2.236298,-0.013589,
797.14,2.250115,-0.015234,,,2.233995,-0.015234,
797.16,2.253405,-0.012931,,,2.23235,-0.014247,
797.18,2.249786,-0.015234,,,2.232021,-0.014905,
797.2,2.250773,-0.016879,,,2.24847,-0.014247,
797.22,2.24518,-0.0103,,,2.236298,-0.013918,
797.24,2.252089,-0.012602,,,2.23235,-0.011945,
797.26,2.251102,-0.011616,,,2.233995,-0.025104,
797.28,2.245509,-0.013918,,,2.23564,-0.015234,
797.3,2.246825,-0.022801,,,2.237614,-0.016879,
797.32,2.254391,-0.016879,,,2.239258,-0.014576,
797.34,2.251102,-0.009313,,,2.236298,-0.01655,
797.36,2.252747,-0.046816,,,2.224454,-0.015892,
797.38,2.248141,-0.009313,,,2.23564,-0.014905,
797.4,2.243535,-0.015892,,,2.22906,-0.013589,
797.42,2.255378,-0.012274,,,2.235311,-0.014905,
797.44,2.245509,-0.01655,,,2.23235,-0.010958,
797.46,2.252089,-0.01326,,,2.231034,-0.018195,
797.48,2.24189,-0.012931,,,2.234324,-0.011945,
797.5,2.247812,-0.009642,,,2.235311,-0.013918,
797.52,2.243206,-0.01984,,,2.2386,-0.021485,
797.54,2.244522,-0.012602,,,2.220836,-0.012931,
797.56,2.241561,-0.011945,,,2.234653,-0.019511,
797.58,2.238271,-0.013589,,,2.231692,-0.018524,
797.6,2.239258,-0.011287,,,2.243864,-0.009642,
797.62,2.242219,-0.064581,,,2.231363,-0.019182,
797.64,2.245509,-0.019182,,,2.231692,-0.017208,
797.66,2.244851,-0.011287,,,2.231363,-0.008326,
797.68,2.246167,-0.011287,,,2.231034,-0.011945,
797.7,2.241561,-0.013589,,,2.223138,-0.01655,
797.72,2.247154,-0.010958,,,2.226099,-0.019182,
797.74,2.246167,-0.012931,,,2.232021,-0.013918,
797.76,2.248141,-0.016879,,,2.228073,-0.01655,
797.78,2.243206,-0.02642,,,2.224454,-0.011616,
797.8,2.240574,-0.006352,,,2.22248,-0.011945,
797.82,2.233008,-0.011287,,,2.227415,-0.013589,
797.84,2.245509,-0.021485,,,2.227744,-0.016879,
797.86,2.238271,-0.009971,,,2.225112,-0.01326,
797.88,2.241561,-0.015234,,,2.221165,-0.011945,
797.9,2.241561,-0.012602,,,2.229718,-0.01984,
797.92,2.222152,-0.014576,,,2.234324,-0.009313,
797.94,2.237942,-0.011945,,,2.228073,-0.013918,
797.96,2.237942,-0.008984,,,2.225112,-0.018853,
797.98,2.233995,-0.016879,,,2.227744,-0.016879,
798,2.237285,-0.020827,,,2.223138,-0.01655,
798.02,2.24189,-0.01326,,,2.228073,-0.018195,
798.04,2.240903,-0.024117,,,2.223796,-0.013589,
798.06,2.237942,-0.030038,,,2.220507,-0.045171,
798.08,2.250773,-0.011945,,,2.229389,-0.014905,
798.1,2.240574,-0.0103,,,2.223467,-0.011945,
798.12,2.237942,-0.018853,,,2.227086,-0.015234,
798.14,2.241232,-0.01326,,,2.224783,-0.014576,
798.16,2.241561,-0.014576,,,2.229718,-0.014576,
798.18,2.239258,-0.016221,,,2.228731,-0.012602,
798.2,2.236298,-0.016221,,,2.225441,-0.011945,
798.22,2.243864,-0.011287,,,2.226099,-0.019511,
798.24,2.230705,-0.014247,,,2.22906,-0.013918,
798.26,2.236298,-0.016879,,,2.228073,-0.014576,
798.28,2.239258,-0.02642,,,2.203729,-0.011287,
798.3,2.233337,-0.011945,,,2.219849,-0.015234,
798.32,2.233337,-0.013589,,,2.220836,-0.014576,
798.34,2.2386,-0.007997,,,2.221165,-0.018524,
798.36,2.23564,-0.011945,,,2.231034,-0.014905,
798.38,2.235311,-0.011945,,,2.221494,-0.015234,
798.4,2.23235,-0.011945,,,2.214256,-0.017537,
798.42,2.240903,-0.013918,,,2.217217,-0.006352,
798.44,2.23564,-0.01655,,,2.222152,-0.01655,
798.46,2.231363,-0.01326,,,2.226099,-0.017537,
798.48,2.228073,-0.015563,,,2.224125,-0.047145,
798.5,2.231034,-0.016879,,,2.222152,-0.012274,
798.52,2.227744,-0.008326,,,2.220836,-0.001088,
798.54,2.230047,-0.012931,,,2.224125,-0.017208,
798.56,2.228731,-0.013918,,,2.218862,-0.016221,
798.58,2.228073,-0.016879,,,2.200439,-0.020498,
798.6,2.230705,-0.017866,,,2.218862,-0.011945,
798.62,2.233337,-0.0103,,,2.224454,-0.017208,
798.64,2.233666,-0.01326,,,2.223796,-0.016221,
798.66,2.236298,-0.012602,,,2.217875,-0.015892,
798.68,2.226757,-0.012274,,,2.217217,-0.013918,
798.7,2.231692,-0.009642,,,2.22577,-0.01326,
798.72,2.232021,-0.018524,,,2.204716,-0.040566,
798.74,2.232679,-0.012931,,,2.215901,-0.022472,
798.76,2.234324,-0.024775,,,2.219849,-0.013589,
798.78,2.232679,-0.012602,,,2.221165,-0.039908,
798.8,2.226099,-0.013589,,,2.204058,-0.036947,
798.82,2.230047,-0.01326,,,2.221165,-0.019511,
798.84,2.226099,-0.016879,,,2.216888,-0.01655,
798.86,2.221165,-0.01326,,,2.216888,-0.014576,
798.88,2.230705,-0.00043,,,2.215243,-0.018524,
798.9,2.227086,-0.015892,,,2.192214,-0.014247,
798.92,2.230376,-0.012602,,,2.221823,-0.016221,
798.94,2.228731,-0.007339,,,2.212611,-0.01326,
798.96,2.224125,-0.012274,,,2.21294,-0.018524,
798.98,2.226757,-0.014247,,,2.214914,-0.014247,
799,2.242219,-0.067213,,,2.224454,-0.01655,
799.02,2.230376,-0.033328,,,2.221494,-0.011287,
799.04,2.230376,-0.016221,,,2.212282,-0.024775,
799.06,2.229718,-0.009313,,,2.214585,-0.01655,
799.08,2.241232,-0.012274,,,2.21952,-0.015234,
799.1,2.226757,-0.017537,,,2.215901,-0.014905,
799.12,2.224454,-0.023788,,,2.215901,-0.006352,
799.14,2.226099,-0.027736,,,2.215243,-0.01326,
799.16,2.223467,-0.010958,,,2.21623,-0.017208,
799.18,2.228073,-0.014905,,,2.217546,-0.01655,
799.2,2.220178,-0.015234,,,2.211624,-0.018524,
799.22,2.222809,-0.018524,,,2.215572,-0.015234,
799.24,2.227744,-0.018524,,,2.21294,-0.017537,
799.26,2.229389,-0.012931,,,2.207676,-0.010958,
799.28,2.230047,-0.015892,,,2.217217,-0.015892,
799.3,2.212282,-0.011945,,,2.211295,-0.014576,
799.32,2.226099,-0.014247,,,2.211624,-0.025762,
799.34,2.227744,-0.017208,,,2.218862,-0.016879,
799.36,2.230047,-0.015234,,,2.223467,-0.01984,
799.38,2.226428,-0.011945,,,2.216888,-0.01655,
799.4,2.229389,-0.017537,,,2.214256,-0.014576,
799.42,2.216888,-0.018195,,,2.213598,-0.013918,
799.44,2.224454,-0.018853,,,2.222152,-0.02642,
799.46,2.215901,-0.013918,,,2.21294,-0.01326,
799.48,2.21952,-0.018524,,,2.214256,-0.014905,
799.5,2.221494,-0.012931,,,2.204058,-0.019182,
799.52,2.221823,-0.01655,,,2.212611,-0.017208,
799.54,2.223467,-0.022801,,,2.212611,-0.015563,
799.56,2.214585,-0.010629,,,2.21294,-0.017537,
799.58,2.216559,-0.013918,,,2.206032,-0.018853,
799.6,2.220836,-0.012274,,,2.204387,-0.015892,
799.62,2.218862,-0.018524,,,2.212611,-0.011287,
799.64,2.223796,-0.011945,,,2.214914,-0.014905,
799.66,2.231692,-0.017866,,,2.213269,-0.021814,
799.68,2.220836,-0.015892,,,2.204716,-0.015892,
799.7,2.221494,-0.011945,,,2.212282,-0.017208,
799.72,2.220178,-0.012274,,,2.215243,-0.009313,
799.74,2.215901,-0.015234,,,2.211624,-0.020498,
799.76,2.222152,-0.013918,,,2.208992,-0.012274,
799.78,2.21952,-0.015563,,,2.186951,-0.019182,
799.8,2.222809,-0.05208,,,2.204716,-0.016879,
799.82,2.218204,-0.016221,,,2.209321,-0.016221,
799.84,2.228731,-0.009313,,,2.201755,-0.01655,
799.86,2.221494,-0.019182,,,2.200768,-0.014247,
799.88,2.220836,-0.014576,,,2.207018,-0.013589,
799.9,2.224125,-0.01326,,,2.208992,-0.046816,
799.92,2.220836,-0.013918,,,2.201755,-0.016221,
799.94,2.211624,-0.014576,,,2.208005,-0.018195,
799.96,2.21623,-0.014576,,,2.204058,-0.018195,
799.98,2.221494,-0.014247,,,2.210966,-0.017866,
800,2.219849,-0.014905,,,2.211295,-0.01984,
800.02,2.223467,-0.020169,,,2.206361,-0.01984,
800.04,2.215572,-0.020498,,,2.208334,-0.018524,
800.06,2.216888,-0.012931,,,2.211953,-0.015234,
800.08,2.219191,-0.014576,,,2.207676,-0.01326,
800.1,2.217217,-0.012931,,,2.208663,-0.017208,
800.12,2.217875,-0.012931,,,2.208334,-0.063265,
800.14,2.21623,-0.010958,,,2.208663,-0.01326,
800.16,2.222809,-0.009971,,,2.208663,-0.020498,
800.18,2.219849,-0.0103,,,2.21623,-0.010958,
800.2,2.21623,-0.004707,,,2.211295,-0.014905,
800.22,2.210637,-0.012931,,,2.208663,-0.017537,
800.24,2.220507,-0.016879,,,2.207347,-0.009971,
800.26,2.215901,-0.050435,,,2.207676,-0.027736,
800.28,2.216559,-0.006023,,,2.199123,-0.007668,
800.3,2.213269,-0.012602,,,2.207347,-0.015892,
800.32,2.223467,-0.016879,,,2.204387,-0.013918,
800.34,2.21294,-0.015892,,,2.199452,-0.011945,
800.36,2.211953,-0.01655,,,2.199781,-0.015563,
800.38,2.216559,-0.014576,,,2.204058,-0.015234,
800.4,2.212282,-0.016221,,,2.20011,-0.018524,
800.42,2.212611,-0.015234,,,2.198794,-0.014247,
800.44,2.214914,-0.054712,,,2.2034,-0.013918,
800.46,2.214914,-0.015892,,,2.205045,-0.012602,
800.48,2.213927,-0.014247,,,2.204716,-0.014576,
800.5,2.199781,-0.012602,,,2.202742,-0.016879,
800.52,2.215901,-0.018524,,,2.195175,-0.014905,
800.54,2.211295,-0.018524,,,2.202413,-0.015892,
800.56,2.21294,-0.015563,,,2.205045,-0.011945,
800.58,2.211295,-0.013918,,,2.2034,-0.014247,
800.6,2.212282,-0.015892,,,2.201755,-0.010958,
800.62,2.21294,-0.01655,,,2.20669,-0.017866,
800.64,2.213927,-0.014247,,,2.195175,-0.014905,
800.66,2.211953,-0.010629,,,2.196162,-0.018853,
800.68,2.215243,-0.014576,,,2.196491,-0.016221,
800.7,2.214256,-0.010629,,,2.194846,-0.012931,
800.72,2.212282,-0.020827,,,2.178068,-0.014576,
800.74,2.212282,-0.013589,,,2.200439,-0.019511,
800.76,2.204058,-0.010958,,,2.193859,-0.018524,
800.78,2.211624,-0.021156,,,2.197149,-0.017866,
800.8,2.211295,-0.015563,,,2.205374,-0.01655,
800.82,2.210966,-0.01655,,,2.20011,-0.023459,
800.84,2.211295,-0.020827,,,2.192872,-0.013918,
800.86,2.208992,-0.012602,,,2.198794,-0.017866,
800.88,2.210308,-0.015563,,,2.198794,-0.015892,
800.9,2.209321,-0.009313,,,2.19353,-0.016879,
800.92,2.210308,-0.015892,,,2.198465,-0.014247,
800.94,2.204716,-0.013589,,,2.193859,-0.017866,
800.96,2.210966,-0.009313,,,2.197807,-0.021814,
800.98,2.211624,-0.008984,,,2.196162,-0.022143,
801,2.207347,-0.014576,,,2.200768,-0.013918,
801.02,2.213269,-0.011945,,,2.167212,-0.017537,
801.04,2.205374,-0.007997,,,2.192543,-0.015234,
801.06,2.194846,-0.014576,,,2.194846,-0.019511,
801.08,2.207347,-0.019182,,,2.195833,-0.026749,
801.1,2.210966,-0.014905,,,2.191228,-0.017208,
801.12,2.182345,-0.017208,,,2.200768,-0.022143,
801.14,2.197149,-0.021485,,,2.18728,-0.019182,
801.16,2.207018,-0.012602,,,2.199452,-0.01655,
801.18,2.206361,-0.020169,,,2.196162,-0.011616,
801.2,2.206361,-0.015234,,,2.194846,-0.016879,
801.22,2.212282,-0.013589,,,2.191885,-0.014905,
801.24,2.206361,-0.015234,,,2.194517,-0.018524,
801.26,2.209321,-0.01326,,,2.19057,-0.009313,
801.28,2.201426,-0.020827,,,2.190241,-0.021485,
801.3,2.2034,-0.015892,,,2.198465,-0.014905,
801.32,2.204058,-0.020827,,,2.192214,-0.030367,
801.34,2.201426,-0.012602,,,2.194846,-0.014247,
801.36,2.207676,-0.016221,,,2.173134,-0.015234,
801.38,2.205045,-0.017208,,,2.19057,-0.014905,
801.4,2.201755,-0.022472,,,2.191556,-0.019182,
801.42,2.205045,-0.012274,,,2.191885,-0.01984,
801.44,2.205045,-0.011945,,,2.195175,-0.016221,
801.46,2.202084,-0.014905,,,2.172147,-0.03596,
801.48,2.192872,-0.01326,,,2.190241,-0.049119,
801.5,2.199123,-0.015234,,,2.190899,-0.019182,
801.52,2.204058,-0.015563,,,2.191885,-0.017537,
801.54,2.203729,-0.002075,,,2.178726,-0.039908,
801.56,2.205045,-0.016879,,,2.188267,-0.018195,
801.58,2.202084,-0.044842,,,2.187938,-0.01326,
801.6,2.202413,-0.019511,,,2.185635,-0.022472,
801.62,2.200439,-0.018195,,,2.184319,-0.012274,
801.64,2.204387,-0.019182,,,2.191885,-0.017537,
801.66,2.201755,-0.027736,,,2.190899,-0.015234,
801.68,2.2034,-0.012274,,,2.190241,-0.021814,
801.7,2.201755,-0.017866,,,2.189583,-0.039579,
801.72,2.202084,-0.015234,,,2.179713,-0.030367,
801.74,2.200768,-0.024775,,,2.19057,-0.015892,
801.76,2.209321,-0.017208,,,2.19057,-0.032012,
801.78,2.199781,-0.013918,,,2.186293,-0.012931,
801.8,2.206361,-0.011945,,,2.185964,-0.020827,
801.82,2.199452,-0.011287,,,2.181358,-0.015892,
801.84,2.198465,-0.01326,,,2.181358,-0.01984,
801.86,2.198465,-0.019511,,,2.186293,-0.01655,
801.88,2.2034,-0.018524,,,2.189254,-0.015234,
801.9,2.201426,-0.016879,,,2.180042,-0.010958,
801.92,2.201097,-0.015892,,,2.187609,-0.015563,
801.94,2.194517,-0.018195,,,2.186951,-0.011945,
801.96,2.201426,-0.017866,,,2.183661,-0.01984,
801.98,2.202742,-0.016221,,,2.184319,-0.050435,
802,2.199123,-0.01655,,,2.186293,-0.016221,
802.02,2.198465,-0.009642,,,2.184319,-0.016221,
802.04,2.195833,-0.012931,,,2.18399,-0.019182,
802.06,2.19682,-0.018853,,,2.183332,-0.017537,
802.08,2.198794,-0.019182,,,2.18728,-0.018524,
802.1,2.20011,-0.016221,,,2.187609,-0.017866,
802.12,2.198465,-0.013589,,,2.185964,-0.021156,
802.14,2.195833,-0.010958,,,2.185306,-0.02313,
802.16,2.19682,-0.019511,,,2.184977,-0.015234,
802.18,2.197478,-0.009971,,,2.1807,-0.009971,
802.2,2.201097,-0.015234,,,2.183003,-0.018195,
802.22,2.20011,-0.0103,,,2.181029,-0.014905,
802.24,2.196162,-0.013589,,,2.17741,-0.01326,
802.26,2.20011,-0.017866,,,2.176423,-0.015892,
802.28,2.194846,-0.027078,,,2.181029,-0.015892,
802.3,2.198465,-0.019511,,,2.184977,-0.010958,
802.32,2.197149,-0.017208,,,2.181687,-0.018195,
802.34,2.194517,-0.020169,,,2.150105,-0.016221,
802.36,2.197807,-0.017866,,,2.179055,-0.015234,
802.38,2.196162,-0.012274,,,2.182016,-0.01655,
802.4,2.19353,-0.011616,,,2.178068,-0.019511,
802.42,2.196162,-0.011945,,,2.183332,-0.01984,
802.44,2.191885,-0.019182,,,2.183003,-0.014247,
802.46,2.19353,-0.015892,,,2.186293,-0.018853,
802.48,2.192543,-0.021485,,,2.185635,-0.014905,
802.5,2.191885,-0.017866,,,2.182345,-0.016879,
802.52,2.194846,-0.002733,,,2.188267,-0.014247,
802.54,2.195504,-0.016221,,,2.188267,-0.018524,
802.56,2.191556,-0.012602,,,2.188267,-0.021156,
802.58,2.19682,-0.009642,,,2.183661,-0.011616,
802.6,2.192543,-0.011945,,,2.180371,-0.037276,
802.62,2.194517,-0.017208,,,2.179055,-0.014247,
802.64,2.194846,-0.019182,,,2.182016,-0.023459,
802.66,2.195833,-0.014247,,,2.178397,-0.011616,
802.68,2.192543,-0.033657,,,2.182016,-0.018853,
802.7,2.192214,-0.019182,,,2.181358,-0.011616,
802.72,2.189912,-0.015892,,,2.178068,-0.051751,
802.74,2.192543,-0.010958,,,2.182345,-0.013918,
802.76,2.193201,-0.012274,,,2.176094,-0.019511,
802.78,2.192543,-0.016879,,,2.173134,-0.012274,
802.8,2.189912,-0.014576,,,2.170831,-0.017537,
802.82,2.188267,-0.014905,,,2.171818,-0.012274,
802.84,2.188596,-0.015563,,,2.18399,-0.017208,
802.86,2.191885,-0.043198,,,2.175437,-0.015563,
802.88,2.179713,-0.009313,,,2.171489,-0.015563,
802.9,2.186951,-0.018524,,,2.17741,-0.013918,
802.92,2.18728,-0.018853,,,2.176094,-0.031025,
802.94,2.16787,-0.043198,,,2.175108,-0.012602,
802.96,2.196162,-0.012274,,,2.17116,-0.01326,
802.98,2.185306,-0.011616,,,2.1807,-0.047474,
