wl,baseline,buffer,gfp,yfp,lysozyme
371.2,-0.00755,-6.00E-05,0.19452,0.20095,0.02727
371,-0.00733,-0.00032,0.19347,0.20045,0.02728
370.8,-0.00758,-0.00032,0.19307,0.20025,0.02746
370.6,-0.0077,-0.00014,0.19226,0.19963,0.02755
370.4,-0.00762,-0.00012,0.19118,0.1991,0.02727
370.2,-0.00758,-0.00019,0.19037,0.19861,0.02725
370,-0.00906,-0.00027,0.18875,0.19901,0.02407
369.8,-0.00918,-0.00016,0.18814,0.19862,0.02403
369.6,-0.00917,2.00E-05,0.18759,0.19798,0.02392
369.4,-0.00909,-0.00021,0.18661,0.19749,0.02394
369.2,-0.00901,-0.0004,0.18546,0.19702,0.02371
369,-0.00906,-0.00024,0.1848,0.19658,0.02333
368.8,-0.0092,-3.00E-05,0.18408,0.19628,0.0235
368.6,-0.00921,-0.00014,0.18303,0.19598,0.02367
368.4,-0.00911,2.00E-05,0.18217,0.1955,0.02328
368.2,-0.00904,-3.00E-05,0.18136,0.19472,0.02316
368,-0.00918,2.00E-05,0.18061,0.19446,0.02328
367.8,-0.00919,-5.00E-05,0.1797,0.19428,0.02313
367.6,-0.00917,-0.0002,0.17875,0.19373,0.02299
367.4,-0.0091,-6.00E-05,0.17791,0.19323,0.02283
367.2,-0.0091,2.00E-05,0.17722,0.19291,0.02274
367,-0.00929,9.00E-05,0.17658,0.19278,0.02276
366.8,-0.00921,-8.00E-05,0.17568,0.19212,0.02277
366.6,-0.00905,-0.00034,0.17483,0.19156,0.02275
366.4,-0.00902,-0.00041,0.17415,0.19136,0.02243
366.2,-0.009,-0.00035,0.17329,0.19095,0.02204
366,-0.00886,-0.00041,0.17225,0.19033,0.02188
365.8,-0.00892,-0.00021,0.17166,0.19016,0.0223
365.6,-0.00916,-2.00E-05,0.17107,0.19019,0.02254
365.4,-0.00904,-0.00024,0.16995,0.18953,0.02194
365.2,-0.00893,-0.00057,0.169,0.18902,0.0215
365,-0.00906,-0.00055,0.16854,0.18877,0.02162
364.8,-0.00936,-4.40E-10,0.16809,0.18857,0.0219
364.6,-0.00934,0.00012,0.16727,0.18828,0.02187
364.4,-0.00895,-0.00024,0.16643,0.18773,0.02154
364.2,-0.00897,-0.00014,0.16583,0.18754,0.02148
364,-0.00908,0.00017,0.165,0.18734,0.02147
363.8,-0.00898,-0.0002,0.16409,0.18674,0.02124
363.6,-0.00894,-0.00032,0.16331,0.18641,0.02126
363.4,-0.00896,-1.00E-04,0.16254,0.18632,0.0212
363.2,-0.009,-0.00016,0.16188,0.18626,0.02088
363,-0.00899,-0.00023,0.16152,0.18608,0.02084
362.8,-0.00893,-0.00028,0.16101,0.1856,0.02093
362.6,-0.00917,-3.00E-05,0.16038,0.18538,0.02091
362.4,-0.0092,-7.00E-05,0.1598,0.18504,0.02068
362.2,-0.00904,-8.00E-05,0.15887,0.18463,0.02061
362,-0.00894,-0.00013,0.15805,0.18429,0.0203
361.8,-0.00887,-0.0002,0.15736,0.18392,0.01999
361.6,-0.00914,-2.53E-10,0.15686,0.18408,0.0205
361.4,-0.00892,-0.00016,0.1561,0.184,0.02029
361.2,-0.00872,-0.00036,0.15514,0.18368,0.01984
361,-0.00893,-0.00033,0.15472,0.18349,0.01997
360.8,-0.009,-4.00E-05,0.15395,0.18335,0.01999
360.6,-0.0091,7.00E-05,0.15344,0.18313,0.02001
360.4,-0.00899,5.00E-05,0.15303,0.18282,0.02004
360.2,-0.00898,0.00017,0.15238,0.18279,0.02012
360,-0.00893,-5.00E-05,0.15154,0.18246,0.01968
359.8,-0.00867,-0.00043,0.15078,0.1819,0.01931
359.6,-0.00872,-0.0004,0.1504,0.18198,0.01934
359.4,-0.00883,-0.00039,0.14984,0.18221,0.01962
359.2,-0.00889,-0.00021,0.14916,0.18235,0.01973
359,-0.00907,-6.00E-05,0.14877,0.18251,0.01959
358.8,-0.00918,-0.00011,0.14849,0.18231,0.01957
358.6,-0.00923,0.00014,0.14792,0.18216,0.01973
358.4,-0.00915,0.00026,0.14724,0.18188,0.01976
358.2,-0.00914,0.00018,0.14685,0.1817,0.01951
358,-0.00915,0.00013,0.14639,0.18168,0.01931
357.8,-0.00907,-0.00013,0.14574,0.18166,0.01908
357.6,-0.00894,-0.00053,0.14507,0.18158,0.01895
357.4,-0.00878,-0.00049,0.14417,0.18127,0.01891
357.2,-0.00881,-0.00017,0.14363,0.18127,0.01886
357,-0.00912,8.00E-05,0.14356,0.18165,0.01903
356.8,-0.00918,-4.00E-05,0.14318,0.18166,0.01934
356.6,-0.00908,-0.00016,0.1426,0.18136,0.0192
356.4,-0.00921,0.00017,0.1422,0.18146,0.01912
356.2,-0.00908,0.00013,0.14151,0.18133,0.01882
356,-0.00905,-0.00027,0.14106,0.18131,0.01866
355.8,-0.00902,-0.00035,0.14058,0.18141,0.01874
355.6,-0.00884,-0.00035,0.13979,0.18118,0.01874
355.4,-0.00897,-0.00017,0.13946,0.18113,0.0188
355.2,-0.00906,4.00E-05,0.13902,0.18135,0.01863
355,-0.00896,-1.00E-05,0.13837,0.18143,0.01854
354.8,-0.00906,-3.00E-05,0.13846,0.18145,0.01876
354.6,-0.00908,-0.00025,0.13845,0.1816,0.0186
354.4,-0.00902,-0.00045,0.13767,0.18158,0.01838
354.2,-0.00915,-7.00E-05,0.13712,0.18177,0.01871
354,-0.00914,0.00012,0.13678,0.18187,0.01865
353.8,-0.00897,-0.00021,0.13627,0.18175,0.01838
353.6,-0.00891,-0.00023,0.13577,0.18202,0.01828
353.4,-0.00891,-0.00021,0.13537,0.18228,0.01805
353.2,-0.00903,-0.00011,0.13512,0.18248,0.01815
353,-0.0091,9.00E-05,0.13501,0.18246,0.01837
352.8,-0.00902,-0.00018,0.13483,0.18252,0.01829
352.6,-0.00905,-0.00026,0.13436,0.18275,0.01826
352.4,-0.00903,-0.00024,0.13393,0.18282,0.01823
352.2,-0.0091,-0.00016,0.13364,0.1831,0.01834
352,-0.00904,-0.00016,0.13315,0.1833,0.01815
351.8,-0.00898,-0.00027,0.13297,0.18353,0.01808
351.6,-0.00903,-0.00022,0.13274,0.18387,0.01819
351.4,-0.00915,-8.00E-05,0.13233,0.18396,0.01802
351.2,-0.0093,5.00E-05,0.13202,0.1841,0.01811
351,-0.0092,-3.00E-05,0.13183,0.18431,0.01812
350.8,-0.00903,-0.00013,0.13144,0.18428,0.01779
350.6,-0.00901,-0.00016,0.13109,0.18453,0.01773
350.4,-0.0089,-0.00038,0.13091,0.18477,0.01768
350.2,-0.00885,-0.00051,0.13054,0.18478,0.01756
350,-0.00912,-0.0002,0.13036,0.1851,0.01791
